嗚呼,ああ,"Ah!;Oh!;Alas!",
水着,みずぎ,"bathing suit (woman's)",
店屋,みせや,"store;shop",
見せる,みせる,"to show;to display",
味噌,みそ,"miso;bean paste;key (main) point",
見出し,みだし,"heading;caption;subtitle;index",
道,みち,"road;street;way;method",
道順,みちじゅん,"itinerary;route",
満ちる,みちる,"to be full;to rise (tide);to mature;to expire",
三日,みっか,"three days;the third day (of the month)",
三つ,みっつ,"three",
見っともない,みっともない,"shameful;indecent",
蜜,みつ,"nectar;honey",
見付かる,みつかる,"to be found;to be discovered",
見付ける,みつける,"to be familiar;to discover;to find fault;to detect;to find out;to locate",
見詰める,みつめる,"to stare at;to gaze at;to look hard at;to watch intently;to fix one's eyes on",
緑,みどり,"greenery",
皆,みな,"all;everyone;everybody",
見直す,みなおす,"to look again;to get a better opinion of",
港,みなと,"harbour;port",
見慣れる,みなれる,"to become used to seeing;to be familiar with",
醜い,みにくい,"ugly",
実る,みのる,"to bear fruit;to ripen",
身分,みぶん,"social position;social status",
見本,みほん,"sample",
見舞,みまい,"enquiry;expression of sympathy;expression of concern",
見舞う,みまう,"to ask after (health);to visit",
未満,みまん,"less than;insufficient",
耳,みみ,"ear",
妙,みょう,"strange;unusual",
名字,みょうじ,"surname;family name",
未来,みらい,"future (life  tense)",
魅力,みりょく,"charm;fascination;glamour",
見る,みる,"to see;to watch",
診る,みる,"to examine",
民間,みんかん,"private;civilian;civil;popular;folk;unofficial",
民主,みんしゅ,"democratic;the head of the nation",
民謡,みんよう,"folk song;popular song",
六,む,"(num) six",
六日,むいか,"six days;sixth (day of month)",
向かい,むかい,"facing;opposite;across the street;other side",
向かう,むかう,"to face;to go towards",
迎え,むかえ,"meeting;person sent to pick up an arrival",
迎える,むかえる,"to go out to meet;to accept as a member of a group or family",
昔,むかし,"olden days;former",
向き,むき,"direction;situation;exposure;aspect;suitability",
向く,むく,"to face",
剥く,むく,"to peel;to skin;to pare;to hull",
向け,むけ,"for ~;oriented towards ~",
向ける,むける,"to turn towards;to point",
無限,むげん,"infinite",
無効,むこう,"invalid;no effect;unavailable",
虫,むし,"insect",
無視,むし,"disregard;ignore",
蒸し暑い,むしあつい,"humid;sultry",
虫歯,むしば,"cavity;tooth decay;decayed tooth;caries",
寧ろ,むしろ,"rather;better;instead",
無地,むじ,"plain;unfigured",
矛盾,むじゅん,"contradiction;inconsistency",
蒸す,むす,"to steam;to poultice;to be sultry",
無数,むすう,"countless number;infinite number",
息子,むすこ,"son",
結ぶ,むすぶ,"to tie;to bind;to link",
娘,むすめ,"daughter",
難しい,むずかしい,"difficult",
無駄,むだ,"futility;uselessness",
夢中,むちゅう,"daze;(in a) trance;ecstasy;delirium;engrossment",
六つ,むっつ,"(num) six",
胸,むね,"breast;chest",
村,むら,"village",
紫,むらさき,"purple colour;violet",
無理,むり,"unreasonable;impossible;overdoing",
無料,むりょう,"free;no charge",
目,め,"eye;eyeball",
芽,め,"sprout",
目,め,"eye;eyeball",
姪,めい,"niece",
明確,めいかく,"clear up;clarify;define",
名作,めいさく,"masterpiece",
名刺,めいし,"business card",
名詞,めいし,"noun",
名所,めいしょ,"famous place",
迷信,めいしん,"superstition",
命じる,めいじる,"to order;to command;to appoint",
名人,めいじん,"master;expert",
命ずる,めいずる,"to command;to appoint",
名物,めいぶつ,"famous product;special product;speciality",
銘々,めいめい,"each;individual",
命令,めいれい,"order;command;decree;directive;(software) instruction",
迷惑,めいわく,"trouble;annoyance",
目上,めうえ,"superior(s);senior",
恵まれる,めぐまれる,"to be blessed with;to be rich in",
巡る,めぐる,"to go around",
目指す,めざす,"to aim at;to have an eye on",
目覚し,めざまし,"alarm-clock",
飯,めし,"meals;food",
召し上がる,めしあがる,"to eat",
目下,めした,"subordinate(s);inferior(s);junior",
目印,めじるし,"mark;sign;landmark",
珍しい,めずらしい,"unusual;rare",
目立つ,めだつ,"to be conspicuous;to stand out",
滅茶苦茶,めちゃくちゃ,"absurd;unreasonable;excessive;messed up;spoiled;wreaked",
,めっきり,"remarkably",
滅多に,めったに,"rarely (with neg. verb);seldom",
愛でたい,めでたい,"auspicious",
目眩,めまい,"dizziness;giddiness",
目安,めやす,"criterion;aim",
綿,めん,"raw cotton",
免許,めんきょ,"license;permit;licence;certificate",
面積,めんせき,"area",
面接,めんせつ,"interview",
免税,めんぜい,"tax exemption;duty exemption",
面倒,めんどう,"trouble;difficulty;care;attention",
面倒臭い,めんどうくさい,"bother to do;tiresome",
,もう,"already;soon;more;again",
儲かる,もうかる,"to be profitable;to yield a profit",
儲ける,もうける,"to get;to earn;to gain;to have (bear  beget) a child",
設ける,もうける,"to create;to establish",
申し上げる,もうしあげる,"to say;to tell;to state",
申し込む,もうしこむ,"to apply for;to make an application;to propose (marriage);to offer (mediation);to make an overture (of peace);to challenge;to lodge (objections);to request (an interview);to subscribe for;to book;to reserve",
申し訳,もうしわけ,"apology;excuse",
申し訳ない,もうしわけない,"inexcusable",
申す,もうす,"to be called;to say",
毛布,もうふ,"blanket",
燃える,もえる,"to burn",
木材,もくざい,"lumber;timber;wood",
目次,もくじ,"table of contents",
目的,もくてき,"purpose;goal;aim;objective;intention",
目標,もくひょう,"mark;objective;target",
木曜,もくよう,"Thursday",
若し,もし,"if;in case;supposing",
若しかしたら,もしかしたら,"perhaps;maybe;by some chance",
若しかすると,もしかすると,"perhaps;maybe;by some chance",
若しも,もしも,"if",
,もしもし,"hello (on phone)",
文字,もじ,"letter (of alphabet);character",
凭れる,もたれる,"to lean against;to lean on;to recline on;to lie heavy (on the stomach)",
持ち,もち,"1.  hold;charge;keep possession;in charge; 2.  wear;durability;life;draw; 3.  usage (suff)",
持ち上げる,もちあげる,"to raise;to lift up;to flatter",
用いる,もちいる,"to use;to make use of",
勿論,もちろん,"of course;certainly;naturally",
物体ない,もったいない,"too good;more than one deserves;wasteful;sacrilegious;unworthy of",
以て,もって,"with;by;by means of;because;in view of",
,もっと,"more;longer;farther",
最も,もっとも,"most;extremely",
尤も,もっとも,"quite right;plausible;natural;but then;although",
持つ,もつ,"to hold;to possess;to carry",
元,もと,"origin",
基,もとい,"basis",
基づく,もとづく,"to be grounded on;to be based on;to be due to;to originate from",
求める,もとめる,"to seek;to request;to demand;to want;to wish for;to search for;to pursue (pleasure);to hunt (a job);to buy",
元々,もともと,"originally;by nature;from the start",
戻す,もどす,"to restore;to put back;to return",
戻る,もどる,"to turn back;to return",
物,もの,"thing;object",
者,もの,"person",
物,もの,"thing;object",
物置き,ものおき,"storeroom",
物音,ものおと,"sounds",
物語,ものがたり,"tale;story;legend",
物語る,ものがたる,"to tell;to indicate",
物事,ものごと,"things;everything",
物差し,ものさし,"ruler;measure",
物凄い,ものすごい,"earth-shattering;staggering;to a very great extent",
揉む,もむ,"to rub;to crumple (up);to wrinkle;to massage;to be troubled about;to worry over;to train;to coach",
腿,もも,"thigh;femur",
燃やす,もやす,"to burn",
模様,もよう,"pattern;figure;design",
催し,もよおし,"event;festivities;function;social gathering;auspices;opening;holding (a meeting)",
貰う,もらう,"to receive",
森,もり,"forest",
問,もん,"problem;question",
文句,もんく,"phrase;complaint",
問題,もんだい,"problem;question",
問答,もんどう,"questions and answers;dialogue",
哉,や,"question mark",
八百屋,やおや,"greengrocer",
喧しい,やかましい,"noisy;strict;fussy",
夜間,やかん,"at night;nighttime",
夜間,やかん,"at night;nighttime",
軈て,やがて,"before long;soon;at length",
夜行,やぎょう,"walking around at night;night train;night travel",
焼く,やく,"to bake;to grill",
約,やく,"approximately;about;some",
役者,やくしゃ,"actor;actress",
役所,やくしょ,"government office;public office",
訳す,やくす,"to translate",
約束,やくそく,"arrangement;promise",
役立つ,やくだつ,"to be useful;to be helpful;to serve the purpose",
役人,やくにん,"government official",
薬品,やくひん,"medicine(s);chemical(s)",
役目,やくめ,"duty;business",
役割,やくわり,"part;role;duties",
焼ける,やける,"to burn;to be roasted;to be sunburnt",
野菜,やさい,"vegetable",
易しい,やさしい,"easy;plain;simple",
優しい,やさしい,"tender;kind;gentle;graceful;affectionate;amiable;suave",
社,やしろ,"Shinto shrine",
矢印,やじるし,"directing arrow",
安い,やすい,"cheap;inexpensive;peaceful;quiet;gossipy;thoughtless",
易い,やすい,"easy",
休み,やすみ,"rest;recess;respite;suspension;vacation;holiday;absence;moulting",
休む,やすむ,"to rest;to have a break;to take a day off;to be finished;to be absent;to retire;to sleep",
痩せる,やせる,"to become thin;to lose weight;to reduce (one's) weight;to slim",
矢鱈に,やたらに,"randomly;recklessly;blindly",
夜中,やちゅう,"all night;the whole night",
家賃,やちん,"rent",
厄介,やっかい,"trouble;burden;care;bother;worry;dependence;support;kindness;obligation",
薬局,やっきょく,"pharmacy;drugstore",
八つ,やっつ,"(num) eight",
やっ付ける,やっつける,"to beat",
,やっと,"at last;at length",
矢っ張り,やっぱり,"also;as I thought;still;in spite of;absolutely",
雇う,やとう,"to employ;to hire",
宿,やど,"inn;lodging",
屋根,やね,"roof",
破る,やぶる,"to tear;to violate;to defeat;to smash;to destroy",
破れる,やぶれる,"to get torn;to wear out",
山,やま,"mountain",
病,やまい,"illness;disease",
止む,やむ,"to cease;to stop;to be over",
病む,やむ,"to fall ill;to be ill",
止むを得ない,やむをえない,"cannot be helped;unavoidable",
辞める,やめる,"to retire",
稍,やや,"a little;partially;somewhat;a short time;a while",
遣る,やる,"to do;to have sexual intercourse;to kill;to give (to inferiors  animals  etc.);to dispatch (a letter);to send;to study;to perform;to play (sports  game);to have (eat  drink  smoke);to row (a boat);to run or operate (a restaurant)",
遣る,やる,"to do;to have sexual intercourse;to kill;to give (to inferiors  animals  etc.);to dispatch (a letter);to send;to study;to perform;to play (sports  game);to have (eat  drink  smoke);to row (a boat);to run or operate (a restaurant)",
柔らかい,やわらかい,"soft;tender;limp",
湯,ゆ,"hot water",
唯一,ゆいいつ,"only;sole;unique",
遊園地,ゆうえんち,"amusement park",
夕刊,ゆうかん,"evening paper",
夕方,ゆうがた,"evening",
勇気,ゆうき,"courage;bravery;valour;nerve;boldness",
友好,ゆうこう,"friendship",
有効,ゆうこう,"validity;availability;effectiveness",
優秀,ゆうしゅう,"superiority;excellence",
優勝,ゆうしょう,"overall victory;championship",
友情,ゆうじょう,"friendship;fellowship",
友人,ゆうじん,"friend",
郵送,ゆうそう,"mailing",
夕立,ゆうだち,"(sudden) evening shower (rain)",
有能,ゆうのう,"able;capable;efficient;skill",
夕日,ゆうひ,"(in) the evening sun;setting sun",
郵便,ゆうびん,"mail;postal service",
夕べ,ゆうべ,"evening",
有名,ゆうめい,"fame",
悠々,ゆうゆう,"quiet;calm;leisurely",
有利,ゆうり,"advantageous;better;profitable;lucrative",
有料,ゆうりょう,"admission-paid;toll",
愉快,ゆかい,"pleasant;happy",
浴衣,ゆかた,"bathrobe;informal summer kimono;yukata",
雪,ゆき,"snow",
行方,ゆくえ,"one's whereabouts",
輸血,ゆけつ,"blood transfusion",
湯気,ゆげ,"steam;vapour",
輸出,ゆしゅつ,"export",
譲る,ゆずる,"to turn over;to assign;to hand over;to transmit;to convey;to sell;to dispose of;to yield;to surrender",
輸送,ゆそう,"transport;transportation",
豊か,ゆたか,"abundant;wealthy;plentiful;rich",
油断,ゆだん,"negligence;unpreparedness",
,ゆっくり,"slowly;at ease",
茹でる,ゆでる,"to boil",
輸入,ゆにゅう,"importation;import;introduction",
湯飲み,ゆのみ,"teacup",
指,ゆび,"finger",
指輪,ゆびわ,"(finger) ring",
夢,ゆめ,"dream",
緩い,ゆるい,"loose;lenient;slow",
許す,ゆるす,"to permit;to allow;to approve;to exempt (from fine);to excuse (from);to confide in;to forgive;to pardon;to excuse;to release;to let off",
揺れる,ゆれる,"to shake;to sway",
夜明け,よあけ,"dawn;daybreak",
好い,よい,"good",
用,よう,"task;business;use",
酔う,よう,"to get drunk;to become intoxicated",
用意,ようい,"preparation",
容易,ようい,"easy;simple;plain",
八日,ようか,"eight days;the eighth (day of the month)",
溶岩,ようがん,"lava",
容器,ようき,"container;vessel",
陽気,ようき,"season;weather;cheerfulness",
要求,ようきゅう,"request;demand;requisition",
用語,ようご,"term;terminology",
要旨,ようし,"gist;essentials;summary;fundamentals",
用事,ようじ,"tasks;things to do",
幼児,ようじ,"infant;baby;child",
用心,ようじん,"care;precaution;guarding;caution",
様子,ようす,"aspect;state;appearance",
要する,ようする,"to demand;to require;to take",
要するに,ようするに,"in a word;after all;the point is ..;in short ..",
容積,ようせき,"capacity;volume",
要素,ようそ,"element",
